gemid,GSB88_pop,GSB88_pop_8,GSB88_pop_10,GSB94_pop,GSB94_pop_8,GSB94_pop_10,GSB98_pop,GSB98_pop_8,GSB98_pop_10,GSB05_pop,GSB05_pop_8,GSB05_pop_10,GSB09_pop,GSB09_pop_8,GSB09_pop_10,GSB17_pop,GSB17_pop_8,GSB17_pop_10,GSB88_kant,GSB94_kant,GSB98_kant,GSB05_kant,GSB09_kant,GSB17_kant,GSB88_spr,GSB94_spr,GSB98_spr,GSB05_spr,GSB09_spr,GSB17_spr,GSB23_bez,GSB23_kant,GSB23_pop,GSB23_spr,GSB23_bezname,GSB23_Q52,GSB17_Q58,GSB23_Q9,GSB17_Q7,GSB23_Q7,GSB17_Q6
179,349,2,2,350,2,2,357,2,2,373,2,2,350,2,2, , , ,1,1,1,1,1, ,1,1,1,1,1, ,,,,,,, ,, ,, 
180,2497,5,5,2500,5,5, , , ,2960,5,5,3117,5,5,3278,5,5,1,1,1,1,1,1,1,1, ,1,1,1,108.0,1.0,3436.0,1.0,Pfäffikon,2.0,8,5.0,1,2.0,4
181,1536,4,4,1640,4,4,1772,4,4,1826,4,4,1899,4,4,1947,4,4,1,1,1,1,1,1,1,1,1,1,1,1,108.0,1.0,2043.0,1.0,Pfäffikon,2.0,2,1.0,5,2.0,1
182,768,3,3, , , , , , ,915,3,3,939,3,3,985,3,3,1,1,1,1,1,1,1,1, ,1,1,1,108.0,1.0,1029.0,1.0,Pfäffikon,2.0, ,99.0,1,99.0,1
191,21106,8,8,21000,8,8,21166,8,8,22492,8,8,23852,8,8,27679,8,8,1,1,1,1,1,1,1,1,1,1,1,1,109.0,1.0,30801.0,1.0,Uster,2.0,1,3.0,2,2.0,3
192,6533,6,6,6500,6,6, , , ,7821,6,6,7975,6,6,8402,6,6,1,1,1,1,1,1,1,1, ,1,1,1,109.0,1.0,8786.0,1.0,Uster,2.0, ,3.0, ,2.0, 
193,6489,6,6,6600,6,6,6385,6,6,6946,6,6,7774,6,6,8413,6,6,1,1,1,1,1,1,1,1,1,1,1,1,109.0,1.0,9461.0,1.0,Uster,0.0, ,0.0,2,0.0,1
194,5281,6,6,5300,6,6,4870,5,5,5186,6,6,4964,5,5,5377,6,6,1,1,1,1,1,1,1,1,1,1,1,1,109.0,1.0,5329.0,1.0,Uster,2.0, ,3.0,1,3.0,1
195,6979,6,6,7230,6,6,8226,6,6,8937,6,6,9275,6,6,10064,7,7,1,1,1,1,1,1,1,1,1,1,1,1,109.0,1.0,10757.0,1.0,Uster,2.0, ,4.0,1,1.0,2
196,3494,5,5,3340,5,5,3165,5,5,3197,5,5,3375,5,5,3701,5,5,1,1,1,1,1,1,1,1,1,1,1,1,109.0,1.0,4118.0,1.0,Uster,2.0, ,3.0,2,2.0,3
197,3645,5,5,3750,5,5, , , ,4201,5,5,4414,5,5,5066,6,6,1,1,1,1,1,1,1,1, ,1,1,1,109.0,1.0,5133.0,1.0,Uster,2.0,17,5.0,1,2.0,2
198,25182,8,8, , , ,26938,8,8,29463,8,8,31406,8,8,34310,8,8,1,1,1,1,1,1,1,1,1,1,1,1,109.0,1.0,35748.0,1.0,Uster,2.0,2,2.0,3,2.0,3
199,12241,7,7, , , ,13282,7,7,14825,7,7,16348,7,7,18581,7,7,1,1,1,1,1,1,1,1,1,1,1,1,109.0,1.0,19412.0,1.0,Uster,2.0, ,3.0,2,2.0,3
200,4694,5,5,4850,5,5,5443,6,6,6472,6,6,7259,6,6,7859,6,6,1,1,1,1,1,1,1,1,1,1,1,1,109.0,1.0,8097.0,1.0,Uster,2.0, ,4.0,4,2.0,3
211,543,3,3,600,3,3,601,3,3,634,3,3,615,3,3,658,3,3,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,729.0,1.0,Winterthur,2.0,2,2.0,1,2.0,1
212,968,3,3,960,3,3,977,3,3,951,3,3,1045,4,4, , , ,1,1,1,1,1, ,1,1,1,1,1, ,,,,,,, ,, ,, 
213,1482,4,4,1483,4,4, , , ,1888,4,4,1893,4,4,2030,5,5,1,1,1,1,1,1,1,1, ,1,1,1,110.0,1.0,2161.0,1.0,Winterthur,2.0,1,5.0,1,3.0,1
214,698,3,3,740,3,3,819,3,3,914,3,3,972,3,3,999,3,3,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,1092.0,1.0,Winterthur,2.0, ,5.0,1,2.0,1
215,491,2,2,496,2,2,537,3,3,538,3,3,649,3,3,781,3,3,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,829.0,1.0,Winterthur,2.0,2,3.0,2,2.0,1
216,1240,4,4,1250,4,4,1288,4,4,1348,4,4,1396,4,4,1534,4,4,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,1730.0,1.0,Winterthur,2.0,1,2.0,2,2.0,2
217,3379,5,5,3400,5,5,3540,5,5,3692,5,5,3787,5,5,4322,5,5,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,9,,1,,1
218,599,3,3, , , , , , ,766,3,3,837,3,3,890,3,3,1,1,1,1,1,1,1,1, ,1,1,1,110.0,1.0,1035.0,1.0,Winterthur,2.0, ,2.0,2,2.0,2
219,2575,5,5,2600,5,5,2821,5,5,3018,5,5,3267,5,5,3559,5,5,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,3707.0,1.0,Winterthur,2.0, ,4.0,1,2.0,2
220,715,3,3,826,3,3,1065,4,4,1067,4,4,1107,4,4,1094,4,4,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,1148.0,1.0,Winterthur,2.0,2,99.0,2,2.0,2
221,1589,4,4, , , ,2061,5,5,2873,5,5,2943,5,5,3166,5,5,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,3118.0,1.0,Winterthur,2.0,1,99.0,2,2.0,2
222,384,2,2, , , ,434,2,2,419,2,2,434,2,2,498,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,4,,2,,2
223,3731,5,5,4200,5,5,4344,5,5,4574,5,5,4882,5,5,5563,6,6,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,5761.0,1.0,Winterthur,2.0, ,3.0,4,2.0,1
224,2261,5,5,2345,5,5,2467,5,5,2647,5,5,2660,5,5,3768,5,5,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,4053.0,1.0,Winterthur,2.0,4,2.0,5,2.0,1
225,1890,4,4, , , ,1940,4,4,2497,5,5,2464,5,5,2701,5,5,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,2770.0,1.0,Winterthur,2.0,1,99.0,3,2.0,5
226,597,3,3,650,3,3,617,3,3,648,3,3,718,3,3,745,3,3,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,759.0,1.0,Winterthur,2.0,1,2.0,1,3.0,1
227,5558,6,6,5600,6,6,5996,6,6,6584,6,6,6790,6,6,7265,6,6,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,7692.0,1.0,Winterthur,2.0, ,4.0,3,2.0,1
228,3789,5,5,4000,5,5,4055,5,5,4183,5,5,4116,5,5,4681,5,5,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,5049.0,1.0,Winterthur,2.0, ,1.0,1,2.0,1
229,3436,5,5,3600,5,5,3758,5,5,4304,5,5,4495,5,5, , , ,1,1,1,1,1, ,1,1,1,1,1, ,,,,,,, ,, ,, 
230,86959,8,9, , , ,87337,8,9,92818,8,9,98238,8,9,109750,8,10,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,116906.0,1.0,Winterthur,1.0, ,99.0,2,2.0,2
231,4200,5,5,4300,5,5,4319,5,5,4775,5,5,5167,6,6,5756,6,6,1,1,1,1,1,1,1,1,1,1,1,1,110.0,1.0,6491.0,1.0,Winterthur,0.0, ,0.0, ,0.0, 
241,982,3,3,982,3,3,960,3,3,976,3,3,987,3,3,1275,4,4,1,1,1,1,1,1,1,1,1,1,1,1,111.0,1.0,1672.0,1.0,Dietikon,2.0,1,-99.0,1,3.0,1
242,4744,5,5,4766,5,5,4915,5,5,5569,6,6,5810,6,6,6310,6,6,1,1,1,1,1,1,1,1,1,1,1,1,111.0,1.0,7057.0,1.0,Dietikon,2.0, ,99.0, ,2.0, 
243,21152,8,8,21100,8,8,20387,8,8,21886,8,8,22954,8,8,27056,8,8,1,1,1,1,1,1,1,1,1,1,1,1,111.0,1.0,28162.0,1.0,Dietikon,1.0,12,2.0,2,2.0,2
244,4534,5,5,4580,5,5,4644,5,5,4529,5,5,4518,5,5,4953,5,5,1,1,1,1,1,1,1,1,1,1,1,1,111.0,1.0,5262.0,1.0,Dietikon,2.0, ,2.0,5,2.0,1
245,5824,6,6,5822,6,6,5813,6,6,6140,6,6,6198,6,6,6611,6,6,1,1,1,1,1,1,1,1,1,1,1,1,111.0,1.0,6810.0,1.0,Dietikon,0.0, ,2.0,1,2.0,1
246,2058,5,5, , , ,2083,5,5,2147,5,5,2247,5,5,2450,5,5,1,1,1,1,1,1,1,1,1,1,1,1,111.0,1.0,2560.0,1.0,Dietikon,2.0,1,99.0,1,1.0,1
247,13814,7,7,13000,7,7,12572,7,7,13363,7,7,14234,7,7,18745,7,7,1,1,1,1,1,1,1,1,1,1,1,1,111.0,1.0,20350.0,1.0,Dietikon,2.0,10,3.0,1,2.0,2
248,3134,5,5,3200,5,5,3190,5,5,3628,5,5,3837,5,5,4156,5,5,1,1,1,1,1,1,1,1,1,1,1,1,111.0,1.0,5105.0,1.0,Dietikon,0.0,130,0.0,2,0.0,2
249,2629,5,5,2755,5,5, , , ,2838,5,5,3070,5,5,3755,5,5,1,1,1,1,1,1,1,1, ,1,1,1,111.0,1.0,4119.0,1.0,Dietikon,2.0,6,4.0,2,3.0,1
250,8339,6,6,8228,6,6,9012,6,6,9236,6,6,9215,6,6,9656,6,6,1,1,1,1,1,1,1,1,1,1,1,1,111.0,1.0,10332.0,1.0,Dietikon,2.0, ,3.0,1,2.0,1
251,3500,5,5, , , , , , ,3931,5,5,4153,5,5,4769,5,5,1,1,1,1,1,1,1,1, ,1,1,1,111.0,1.0,4883.0,1.0,Dietikon,0.0, ,0.0,1,0.0,3
261,365043,8,10,360000,8,10,338594,8,10,345236,8,10,365132,8,10,402651,8,10,1,1,1,1,1,1,1,1,1,1,1,1,112.0,1.0,427721.0,1.0,Zürich,2.0, ,99.0,1,1.0,1
296, , , , , , , , , , , , , , , ,16793,7,7, , , , , ,1, , , , , ,1,108.0,1.0,17564.0,1.0,Pfäffikon,2.0, ,3.0,2,2.0,1
297, , , , , , , , , , , , , , , ,4907,5,5, , , , , ,1, , , , , ,1,108.0,1.0,4924.0,1.0,Pfäffikon,2.0, ,1.0, ,2.0, 
298, , , , , , , , , , , , , , , ,6295,6,6, , , , , ,1, , , , , ,1,110.0,1.0,6710.0,1.0,Winterthur,2.0,5,2.0,1,2.0,1
301,3414,5,5,3500,5,5,3452,5,5,3969,5,5,3963,5,5,4529,5,5,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,4629.0,1.0,Seeland,1.0, ,-99.0,2,-99.0,1
302,819,3,3, , , ,891,3,3,926,3,3,986,3,3,1004,4,4,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,1100.0,1.0,Seeland,2.0, ,99.0, ,2.0, 
303,2419,5,5,2500,5,5,2796,5,5,2830,5,5,2823,5,5,3005,5,5,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,3064.0,1.0,Seeland,2.0, ,99.0,2,99.0,5
304,1301,4,4, , , ,1492,4,4,1522,4,4,1513,4,4,1909,4,4,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,2252.0,1.0,Seeland,2.0,1,4.0,2,2.0,1
305,919,3,3,930,3,3,942,3,3,1118,4,4,1194,4,4,1475,4,4,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,1407.0,1.0,Seeland,0.0, ,5.0,1,2.0,2
306,9941,6,6,9900,6,6,10277,7,7,10869,7,7,11423,7,7,14695,7,7,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,16190.0,1.0,Seeland,1.0,14,3.0,3,99.0,2
307,2178,5,5,2291,5,5,2365,5,5,2444,5,5,2380,5,5,2463,5,5,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,2558.0,1.0,Bern-Mittelland,2.0,80,4.0,3,1.0,3
308,249,1,1, , , ,282,2,2,279,2,2,286,2,2, , , ,2,2,2,2,2, ,1,1,1,1,1, ,,,,,,, ,, ,, 
309,1198,4,4,1245,4,4,1223,4,4,1195,4,4,1178,4,4,1240,4,4,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,1260.0,1.0,Seeland,0.0, ,0.0,1,0.0,2
310,1854,4,4,1976,4,4,2009,5,5,2110,5,5,2120,5,5,2608,5,5,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,2675.0,1.0,Seeland,1.0,80,4.0,2,2.0,3
311,2820,5,5,2941,5,5,3181,5,5,3275,5,5,3374,5,5,3719,5,5,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,3763.0,1.0,Seeland,2.0, ,4.0,3,2.0,3
312,2957,5,5,2850,5,5,2878,5,5,2960,5,5,2989,5,5,3097,5,5,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,3183.0,1.0,Seeland,2.0, ,-99.0,2,-99.0,1
321,3664,5,5,3850,5,5,3834,5,5,4089,5,5,4250,5,5,4517,5,5,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,4793.0,1.0,Oberaargau,2.0,40,-99.0,3,-99.0,2
322,469,2,2,506,3,3,501,3,3,483,2,2,463,2,2,450,2,2,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,458.0,1.0,Oberaargau,2.0,1,-99.0,5,-99.0,1
323,681,3,3,690,3,3,687,3,3,651,3,3,659,3,3,690,3,3,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,696.0,1.0,Oberaargau,2.0, ,99.0, ,99.0, 
324,652,3,3, , , ,686,3,3,696,3,3,665,3,3,695,3,3,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,748.0,1.0,Oberaargau,2.0, ,99.0,5,1.0,1
325,197,1,1,200,1,1,205,1,1,191,1,1,195,1,1,185,1,1,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,173.0,1.0,Oberaargau,0.0,1,0.0,1,0.0,1
326,735,3,3, , , ,779,3,3,729,3,3,725,3,3,733,3,3,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,738.0,1.0,Oberaargau,2.0, ,4.0,1,2.0,1
327,106,1,1,110,1,1,133,1,1,120,1,1, , , , , , ,2,2,2,2, , ,1,1,1,1, , ,,,,,,, ,, ,, 
328,494,2,2,530,3,3,534,3,3,508,3,3,486,2,2, , , ,2,2,2,2,2, ,1,1,1,1,1, ,,,,,,, ,, ,, 
329,14350,7,7,15000,7,7,14012,7,7,14185,7,7,14777,7,7,15498,7,7,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,15838.0,1.0,Oberaargau,2.0,11,2.0,2,99.0,2
330,461,2,2,495,2,2,463,2,2,453,2,2,412,2,2, , , ,2,2,2,2,2, ,1,1,1,1,1, ,,,,,,, ,, ,, 
331,2282,5,5,2252,5,5,2349,5,5,2369,5,5,2431,5,5,2556,5,5,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,2672.0,1.0,Oberaargau,2.0, ,99.0, ,99.0, 
332,1826,4,4,1950,4,4,2040,5,5,2001,5,5,2150,5,5,3238,5,5,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,3335.0,1.0,Oberaargau,2.0, ,3.0,1,1.0,1
333,1504,4,4, , , ,1602,4,4,1493,4,4,1531,4,4,1529,4,4,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,1482.0,1.0,Oberaargau,2.0,4,2.0,5,2.0,1
334,411,2,2,420,2,2,426,2,2,390,2,2,388,2,2,414,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,,,,,, ,,5,,1
335,295,2,2, , , ,308,2,2,270,2,2,263,2,2,240,1,1,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,223.0,1.0,Oberaargau,2.0, ,99.0,3,2.0,1
336,187,1,1,209,1,1,220,1,1,200,1,1,184,1,1,185,1,1,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,171.0,1.0,Oberaargau,-99.0,1,99.0,2,2.0,2
337,3674,5,5,3700,5,5,3721,5,5,3743,5,5,3786,5,5,3993,5,5,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,4250.0,1.0,Oberaargau,2.0, ,5.0,1,2.0,2
338,1357,4,4,1450,4,4,1345,4,4,1401,4,4,1391,4,4,1436,4,4,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,1572.0,1.0,Oberaargau,2.0, ,99.0,1,2.0,5
339,474,2,2, , , ,468,2,2,455,2,2,423,2,2,397,2,2,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,384.0,1.0,Oberaargau,2.0, ,2.0,1,2.0,3
340,495,2,2,520,3,3,541,3,3,534,3,3,559,3,3,567,3,3,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,571.0,1.0,Oberaargau,2.0,2,99.0,2,2.0,1
341,432,2,2, , , ,424,2,2,438,2,2,473,2,2,506,3,3,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,533.0,1.0,Oberaargau,2.0,6,3.0,5,2.0,1
342,2879,5,5,3035,5,5,3015,5,5,2995,5,5,2970,5,5,3332,5,5,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,3459.0,1.0,Oberaargau,2.0, ,99.0,1,99.0,5
343,164,1,1,160,1,1,156,1,1,157,1,1, , , , , , ,2,2,2,2,2, ,1,1,1,1,1, ,,,,,,, ,, ,, 
344,883,3,3, , , ,911,3,3,914,3,3,931,3,3,903,3,3,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,866.0,1.0,Oberaargau,2.0,2,99.0,1,2.0,5
345,1714,4,4,1777,4,4,1702,4,4,1712,4,4,1560,4,4,1636,4,4,2,2,2,2,2,2,1,1,1,1,1,1,244.0,2.0,1676.0,1.0,Oberaargau,2.0, ,99.0,1,99.0,1
351,136338,8,10, , , ,124412,8,10,122304,8,10,122925,8,10,133071,8,10,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,134506.0,1.0,Bern-Mittelland,0.0,4,0.0,2,0.0, 
352,6340,6,6, , , ,6090,6,6,6142,6,6,6077,6,6,6249,6,6,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,6361.0,1.0,Bern-Mittelland,0.0, ,0.0,1,0.0,1
353,3742,5,5,3736,5,5,3693,5,5,3818,5,5,3974,5,5,4386,5,5,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,4303.0,1.0,Bern-Mittelland,2.0, ,3.0,1,1.0,3
354,2628,5,5,2600,5,5,2606,5,5,2586,5,5,2757,5,5,3029,5,5,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,3216.0,1.0,Bern-Mittelland,2.0, ,4.0,5,1.0,5
355,37309,8,8,37800,8,8,36015,8,8,37067,8,8,37974,8,8,40937,8,8,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,42409.0,1.0,Bern-Mittelland,2.0, ,2.0,1,1.0,2
356,12680,7,7,12645,7,7,12649,7,7,12567,7,7,12752,7,7,13032,7,7,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,13317.0,1.0,Bern-Mittelland,0.0,2,0.0,1,0.0,2
357,847,3,3, , , ,870,3,3,880,3,3,870,3,3,874,3,3,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,856.0,1.0,Bern-Mittelland,0.0,12,-99.0,1,2.0,3
358,2744,5,5,2850,5,5,2800,5,5,2949,5,5,2869,5,5,3138,5,5,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,3380.0,1.0,Bern-Mittelland,2.0, ,4.0,1,1.0,2
359,4240,5,5,4300,5,5,4354,5,5,4702,5,5,4650,5,5,5240,6,6,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,5694.0,1.0,Bern-Mittelland,0.0, ,0.0,2,0.0,5
360,9003,6,6,9200,6,6,8751,6,6,9155,6,6,8986,6,6,9133,6,6,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,9348.0,1.0,Bern-Mittelland,1.0, ,5.0,1,1.0,2
361,9242,6,6,9300,6,6,8822,6,6,9548,6,6,9780,6,6,10230,7,7,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,11140.0,1.0,Bern-Mittelland,1.0,1,3.0,4,2.0,1
362,11381,7,7, , , ,10755,7,7,10919,7,7,10737,7,7,11385,7,7,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,11595.0,1.0,Bern-Mittelland,1.0,1,-99.0,2,1.0,2
363,16704,7,7,16399,7,7,15392,7,7,15282,7,7,15031,7,7,17123,7,7,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,17884.0,1.0,Bern-Mittelland,0.0, ,0.0,1,0.0,2
371,51893,8,9,52000,8,9,49802,8,8,48642,8,8,50013,8,9,54433,8,9,2,2,2,2,2,2,1,1,1,1,1,1,242.0,2.0,55070.0,1.0,Biel/Bienne,2.0,1,99.0,2,2.0,5
372,2360,5,5,2400,5,5,2355,5,5,2312,5,5,2399,5,5,2601,5,5,2,2,2,2,2,2,2,2,1,1,1,1,242.0,2.0,2704.0,1.0,Biel/Bienne,2.0,9,-99.0,1,1.0,1
381,1313,4,4,1400,4,4,1459,4,4,1578,4,4,1560,4,4,1539,4,4,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,1718.0,1.0,Seeland,0.0, ,-99.0,1,99.0,1
382,585,3,3,710,3,3,663,3,3,772,3,3,791,3,3,859,3,3,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,920.0,1.0,Seeland,2.0,2,99.0,3,2.0,1
383,3125,5,5,3105,5,5,3164,5,5,3195,5,5,3220,5,5,3594,5,5,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,3696.0,1.0,Seeland,2.0, ,2.0,2,2.0,3
384,1801,4,4, , , ,1864,4,4,1952,4,4,1931,4,4, , , ,2,2,2,2,2, ,1,1,1,1,1, ,,,,,,, ,, ,, 
385,796,3,3,800,3,3,837,3,3,832,3,3,873,3,3,992,3,3,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,1016.0,1.0,Seeland,0.0,724,0.0,3,0.0,2
386,1336,4,4, , , ,1333,4,4,1312,4,4,1346,4,4,1500,4,4,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,1589.0,1.0,Seeland,1.0,1,-99.0,1,2.0,1
387,4579,5,5,4700,5,5,4604,5,5,4416,5,5,4501,5,5,5065,6,6,2,2,2,2,2,2,1,1,1,1,1,1,242.0,2.0,5595.0,1.0,Biel/Bienne,2.0, ,3.0,2,2.0,2
388,1122,4,4,1167,4,4,1155,4,4,1172,4,4,1188,4,4,1250,4,4,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,1341.0,1.0,Seeland,2.0, ,4.0,1,2.0,1
389,61,1,1, , , ,64,1,1,56,1,1,52,1,1,53,1,1,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,56.0,1.0,Seeland,2.0, ,1.0,3,2.0,1
390,1060,4,4,1120,4,4,1141,4,4,1165,4,4,1244,4,4,1311,4,4,2,2,2,2,2,2,1,1,1,1,1,1,242.0,2.0,1419.0,1.0,Biel/Bienne,2.0, ,99.0,2,99.0,2
391,756,3,3, , , ,761,3,3,776,3,3,797,3,3,832,3,3,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,926.0,1.0,Seeland,0.0, ,0.0,2,0.0,1
392,3454,5,5,3600,5,5,3265,5,5,3295,5,5,3347,5,5,4167,5,5,2,2,2,2,2,2,1,1,1,1,1,1,242.0,2.0,5059.0,1.0,Biel/Bienne,2.0, ,2.0,5,2.0,2
393,858,3,3,902,3,3, , , ,850,3,3,810,3,3,848,3,3,2,2,2,2,2,2,1,1, ,1,1,1,243.0,2.0,855.0,1.0,Seeland,2.0,1,2.0,1,2.0,1
394,506,3,3,520,3,3,525,3,3,584,3,3,615,3,3,592,3,3,2,2,2,2,2,2,1,1,1,1,1,1,243.0,2.0,633.0,1.0,Seeland,0.0, ,0.0, ,0.0, 
401,1020,4,4,1021,4,4,1003,4,4,1013,4,4,1006,4,4,1087,4,4,2,2,2,2,2,2,1,1,1,1,1,1,245.0,2.0,1140.0,1.0,Emmental,2.0, ,4.0,1,2.0,1
402,542,3,3,550,3,3,562,3,3,548,3,3,565,3,3,589,3,3,2,2,2,2,2,2,1,1,1,1,1,1,245.0,2.0,606.0,1.0,Emmental,0.0,1,3.0,1,99.0,1
403,930,3,3,940,3,3,959,3,3,1035,4,4,991,3,3,1054,4,4,2,2,2,2,2,2,1,1,1,1,1,1,246.0,2.0,1096.0,1.0,Bern-Mittelland,2.0, ,4.0,1,2.0,1
404,15373,7,7,15300,7,7,14379,7,7,14757,7,7,15238,7,7,16289,7,7,2,2,2,2,2,2,1,1,1,1,1,1,245.0,2.0,16586.0,1.0,Emmental,1.0, ,2.0, ,2.0, 
405,1378,4,4,1500,4,4,1452,4,4,1474,4,4,1483,4,4,2010,5,5,2,2,2,2,2,2,1,1,1,1,1,1,245.0,2.0,2020.0,1.0,Emmental,2.0, ,4.0,5,2.0,2
406,2871,5,5,2980,5,5,2971,5,5,2965,5,5,3081,5,5,3331,5,5,2,2,2,2,2,2,1,1,1,1,1,1,245.0,2.0,3377.0,1.0,Emmental,0.0, ,-99.0,5,2.0,5
407,1660,4,4,1726,4,4,1594,4,4,1591,4,4,1626,4,4,1589,4,4,2,2,2,2,2,2,1,1,1,1,1,1,245.0,2.0,1613.0,1.0,Emmental,0.0,8,3.0,1,2.0,1
408,150,1,1, , , , , , ,187,1,1,181,1,1,206,1,1,2,2,2,2,2,2,1,1, ,1,1,1,245.0,2.0,203.0,1.0,Emmental,0.0, ,99.0, ,2.0, 
409,1970,4,4,1970,4,4,1911,4,4,2002,5,5,2006,5,5,2458,5,5,2,2,2,2,2,2,1,1,1,1,1,1,245.0,2.0,2806.0,1.0,Emmental,1.0, ,-99.0,5,-99.0,5
410,240,1,1,250,2,2,223,1,1,282,2,2,257,2,2,287,2,2,2,2,2,2,2,2,1,1,1,1,1,1,245.0,2.0,268.0,1.0,Emmental,0.0, ,0.0, ,0.0, 
411,432,2,2, , , ,417,2,2,448,2,2,426,2,2,539,3,3,2,2,2,2,2,2,1,1,1,1,1,1,245.0,2.0,541.0,1.0,Emmental,2.0,2,3.0,1,2.0,1
412,4760,5,5,5060,6,6,5182,6,6,5450,6,6,5608,6,6,5906,6,6,2,2,2,2,2,2,1,1,1,1,1,1,245.0,2.0,5899.0,1.0,Emmental,0.0, ,-99.0, ,-99.0, 
413,1877,4,4,1895,4,4,1862,4,4,2007,5,5,2069,5,5,2100,5,5,2,2,2,2,2,2,1,1,1,1,1,1,245.0,2.0,2214.0,1.0,Emmental,2.0, ,3.0,5,2.0,1
414,2083,5,5, , , ,2114,5,5,2345,5,5,2273,5,5,2343,5,5,2,2,2,2,2,2,1,1,1,1,1,1,245.0,2.0,2369.0,1.0,Emmental,2.0, ,4.0,2,2.0,2
415,1333,4,4,1450,4,4,1397,4,4,1369,4,4,1390,4,4,1430,4,4,2,2,2,2,2,2,1,1,1,1,1,1,245.0,2.0,1477.0,1.0,Emmental,2.0,4,4.0,1,1.0,2
416,144,1,1, , , , , , ,119,1,1,138,1,1,134,1,1,2,2,2,2,2,2,1,1, ,1,1,1,,,,,,, ,, ,, 
